LATITUDE,LONGITUDE,PARAMETERNAME,YEAR,ARITHMETICMEAN,90THPERCENTILE,50THPERCENTILE,10THPERCENTILE,ADDRESS,STATENAME,COUNTYNAME,CITYNAME
38.583226,-77.1219,Methyl chloroform,1991,2.796154,6.3,1.2,0.8,"TAKOMA SC.  7010 PINEY BRANCH RD. N.W., WASHINGTON, DC 20012",District Of Columbia,District of Columbia,Washington
40.963388,-83.353534,Suspended particulate (TSP),1983,79.428571,106.0,73.0,61.0,LIME & STONE SITE NO.,Ohio,Wyandot,Not in a city
35.356615,-119.062613,Arsenic (TSP) STP,1995,0.000323,0.0,0.0,0.0,"5558 California Ave., Bakersfield CA 93309",California,Kern,Bakersfield
40.847505,-75.879073,Lead (TSP) STP,1985,1.003929,2.47,0.48,0.15,ROUTE 54  HAUTO VOLUNTEER FIRE COMPANY,Pennsylvania,Carbon,Nesquehoning
39.075283,-94.705793,Iron (TSP) STP,1982,0.472857,0.93,0.54,0.11,TURNER HIGH SCHOOL  1312 SO.55TH ST,Kansas,Wyandotte,Kansas City
45.535,-122.698889,"1,1,2-Trichloroethane",2000,0.0,0.0,0.0,0.0,FOREST HEIGHTS/1706 NW 24TH AVENUE,Oregon,Multnomah,Portland
32.369027,-86.304413,Suspended particulate (TSP),1980,52.842105,78.0,52.0,32.0,645 SO. MCDONOUGH ST.,Alabama,Montgomery,Montgomery
28.685545,-95.973573,Beryllium (TSP) STP,1980,0.0,0.0,0.0,0.0,COLORADO RIVER INTRACOASTAL CANAL LOCKS,Texas,Matagorda,Not in a city
38.0096,-121.8211,Vinyl chloride,1991,0.0,0.0,0.0,0.0,"1201 W. 10th Street, Antioch",California,Contra Costa,
40.571667,-74.205,Ethylbenzene,1997,1.092444,2.166,1.126,0.514,SECTION 1/9 FRESHKILLS,New York,Richmond,New York
42.8273,-78.84984,Chlorobenzene,1990,0.085,0.12,0.06,0.06,SIMON STREET AND RIDGE ROAD,New York,Erie,Lackawanna
32.631242,-117.059088,Cadmium (TSP) STP,1987,0.000417,0.0007,0.0004,0.0002,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista
36.327273,-86.71583,Sulfate (TSP) STP,1987,10.481356,17.6,9.9,5.9,BRICK CHURCH PIKE,Tennessee,Davidson,Nashville
33.91593,-98.505888,Sulfate (TSP) STP,1980,6.95,17.3,4.9,3.1,1700 THIRD STREET,Texas,Wichita,Wichita Falls
33.397321,-104.522191,PM10 - LC,1998,17.344262,26.0,17.0,6.0,CHAVES COUNTY COURTHOUSE ROSWELL NM,New Mexico,Chaves,Roswell
40.37729,-80.671743,Suspended particulate (TSP),1986,47.716667,71.0,43.0,27.0,COLLEGE OF,Ohio,Jefferson,Steubenville
32.436537,-80.677023,Suspended particulate (TSP),1981,50.59375,66.0,44.0,34.0,KING @ WILMINGTON [Beaufort Health Department],South Carolina,Beaufort,Beaufort
44.362274,-74.1521,Sulfate (TSP) STP,1984,7.246429,11.0,7.0,4.4,FIRE STATION 99 BROADWAY,New York,Franklin,Saranac Lake
29.445046,-98.406501,Vinyl chloride,1994,0.01,0.01,0.01,0.01,254 Seale Road,Texas,Bexar,San Antonio
0.0,0.0,Suspended particulate (TSP),1982,47.571429,66.0,45.0,24.0,"BURGESS SCHOOL, SCHOOL STREET",New Hampshire,Coos,Berlin
35.253056,-81.153333,Elapsed Sample Time,2000,1439.75,1440.0,1440.0,1439.0,1622 EAST GARRISON BLVD,North Carolina,Gaston,Gastonia
30.344118,-81.661508,Cadmium (TSP) STP,1981,0.00175,0.003,0.002,0.0,515 W 6TH STREET,Florida,Duval,Jacksonville
30.461981,-91.179219,"1,4-Dichlorobenzene",1995,0.18,0.18,0.18,0.18,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge
33.99958,-117.41601,m/p Xylene,1997,2.4,2.4,2.4,2.4,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux
35.182552,-101.6224,Ethylbenzene,1995,0.4,0.64,0.4,0.08,2000 S. Houston,Texas,Carson,Not in a city
40.008889,-75.09778,o-Xylene,1996,3.034884,4.9,2.7,1.5,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia
31.836577,-102.342066,Ethylene dichloride,1996,0.007692,0.0,0.0,0.0,Barrett & Monahans Streets,Texas,Ector,Odessa
41.523643,-90.606249,Iron (TSP) STP,1988,0.902517,1.545,0.7963,0.3194,"MONROE SCHOOL, 1926 WEST 4TH STREET DAVENPORT",Iowa,Scott,Davenport
41.667827,-85.969444,Styrene,2000,3.384,7.8,2.7,0.2,"PIERRE MORAN SCH., 200 W. LUSHER AVE.",Indiana,Elkhart,Elkhart
27.9228,-82.441205,Suspended particulate (TSP),1984,86.666667,163.0,112.0,28.0,2502 MARITINE BLVD,Florida,Hillsborough,Tampa
42.797281,-78.828644,Suspended particulate (TSP),1988,51.296296,84.0,44.0,23.0,"VILLAGE HALL, 121 MIRIAM AVENUE",New York,Erie,Blasdell
41.473385,-81.657351,Vanadium (TSP) STP,1982,0.006071,0.0086,0.0053,0.0033,4749 BROADWAY,Ohio,Cuyahoga,Cleveland
39.148647,-94.56524,Sample Min Baro Pressure,2000,742.783934,749.0,743.0,736.0,NORTH KANSAS CITY,Missouri,Clay,North Kansas City
25.798709,-80.210048,"1,4-Dichlorobenzene",1990,0.63,1.26,1.26,0.0,"864 NW 3rd Street, Miami, FL 33127",Florida,Miami-Dade,Miami
32.57089,-115.351652,Lead (TSP) STP,1999,0.024528,0.06,0.02,0.01,"CONALEP, EJIDO PUEBLA, MEXICALI, BCN",Country Of Mexico,BAJA CALIFORNIA NORTE,Mexicali
37.765946,-122.399044,Tetrachloroethylene,1999,0.128667,0.24,0.12,0.06,10 ARKANSAS ST.,California,San Francisco,San Francisco
44.902744,-93.019104,Lead (TSP) STP,1982,0.161552,0.28,0.14,0.06,1303 RED ROCK ROAD,Minnesota,Ramsey,St. Paul
39.232778,-76.579722,Dichloromethane,1991,0.492545,1.23,0.31,0.14,"FMC Corporation ,1701 E Patapsco Avenue",Maryland,Baltimore (City),Baltimore
40.47368,-80.077,Lead (TSP) STP,1996,0.02,0.04,0.0,0.0,"405 WHEELER AVE, MCKEES ROCKS, PA 15132",Pennsylvania,Allegheny,Stowe (Township of)
29.764788,-95.178538,Styrene,1996,6.182759,10.5,1.6,0.0,1504 1/2 Haden Road,Texas,Harris,Houston
33.362014,-79.294251,Copper (TSP) STP,1991,0.0651,0.107,0.059,0.033,1369 DOCK STREET [Georgetown],South Carolina,Georgetown,Georgetown
31.763076,-106.486712,"1,1-Dichloroethane",1995,0.0,0.0,0.0,0.0,500 NORTH CAMPBELL ST.,Texas,El Paso,El Paso
39.084504,-84.521887,Suspended particulate (TSP),1983,74.857143,110.0,75.0,35.0,I75 AND 5TH STREET COVINGTON KY,Kentucky,Kenton,Covington
18.425652,-66.115846,Manganese (TSP) STP,1981,0.02932,0.05,0.0245,0.01,USGS AND WATER RESOURCES BUILDING,Puerto Rico,Guaynabo,Guaynabo
44.564968,-92.53519,Suspended particulate (TSP),1983,52.95,91.0,47.0,27.0,LIBRARY - 225 BROADWAY ST.,Minnesota,Goodhue,Red Wing
44.52839,-72.86884,"1,1-Dichloroethane",1996,0.0,0.0,0.0,0.0,"58 HARVEY ROAD, Underhill, Vermont",Vermont,Chittenden,Underhill (Town of)
29.901036,-95.326137,Dichloromethane,1998,0.135714,0.3,0.1,0.0,4510 1/2 Aldine Mail Rd,Texas,Harris,Houston
35.182552,-101.6224,Trichloroethylene,1993,0.066286,0.18,0.04,0.0,2000 S. Houston,Texas,Carson,Not in a city
30.085263,-93.761341,Styrene,1994,2.5,4.2,1.8,0.0,2700 Austin Ave,Texas,Orange,West Orange
37.71325,-119.7062,PM10 - LC,1999,10.043023,20.6134,8.305,1.4697,"TURTLEBACK DOME, YOSEMITE NATL' PK 95389",California,Mariposa,
46.676051,-92.037968,Suspended particulate (TSP),1984,45.655172,98.0,35.0,12.0,"BURLINGTON NORTHERN CO, GRAND & 42ND AVE",Wisconsin,Douglas,Superior
42.832736,-108.739562,PM10 - LC,2000,19.5,38.0,18.0,8.0,206 LINCOLN ST,Wyoming,Fremont,Lander
41.834276,-87.623851,Suspended particulate (TSP),1983,87.719298,150.0,70.0,36.0,3300 S MICHIGAN AVE,Illinois,Cook,Chicago
33.99958,-117.41601,Nickel (TSP) STP,1986,0.008147,0.013,0.0084,0.0,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux
38.241155,-90.376903,Lead (TSP) STP,1982,0.23,0.68,0.15,0.0,"HERC, URSULINE",Missouri,Jefferson,Crystal City
36.725228,-119.751254,Nickel (TSP) STP,1988,0.005833,0.01,0.005,0.002,"3250 E OLIVE ST, FRESNO, CA",California,Fresno,Fresno
38.77335,-77.10468,"1,2,4-Trimethylbenzene",2000,1.115,2.1,0.8,0.5,"STA. 46-B9, LEE PARK, TELEGRAPH ROAD",Virginia,Fairfax,Groveton
29.955704,-90.121733,Suspended particulate (TSP),1994,50.416667,71.0,47.0,34.0,8801 Eagle Street,Louisiana,Orleans,New Orleans
27.639477,-80.395607,Sulfur dioxide,1982,1.273333,2.2,1.1,0.7, CITY HALL POLICE STATION,Florida,Indian River,Vero Beach
31.768286,-106.501243,Chloroform,1996,0.010811,0.1,0.0,0.0,250 Rim Rd,Texas,El Paso,El Paso
30.461023,-91.187886,Carbon tetrachloride,1989,0.201379,0.29,0.18,0.14,1500 RIVERSIDE ROAD,Louisiana,East Baton Rouge,Baton Rouge
29.445046,-98.406501,Toluene,1994,12.638095,21.1,10.6,5.0,254 Seale Road,Texas,Bexar,San Antonio
29.385234,-94.93152,Toluene,1998,9.075,13.6,6.8,2.4,2516 1/2 Texas Avenue,Texas,Galveston,Texas City
34.070724,-81.173549,Manganese (TSP) STP,1985,0.012948,0.021,0.012,0.006,6745 ST. ANDREWS ROAD [Lake Murray Tech. Center],South Carolina,Lexington,Irmo
38.300359,-83.174066,Suspended particulate (TSP),1990,47.728814,75.0,47.0,27.0,EAST RAILROAD STREET,Kentucky,Carter,Olive Hill
28.028889,-81.972222,Ambient Max Temperature,2000,30.378641,37.2,31.1,21.1,"1015 SIKES BLVD., LAKELAND",Florida,Polk,Lakeland
27.784749,-82.659265,Arsenic (TSP) STP,1985,0.000243,0.0,0.0,0.0,"1313 19TH St. N., St. Petersburg, FL 33713 (NE CORNER OF 13TH N AVE & 19TH ST N)",Florida,Pinellas,Saint Petersburg
39.087949,-94.621453,Molybdenum (TSP) STP,1994,0.00036,0.001,0.0,0.0,"FIRE STA#3 ,420 KANSAS AVE",Kansas,Wyandotte,Kansas City
37.55652,-77.40027,Vinyl chloride,1991,0.0,0.0,0.0,0.0,2401 HARTMAN STREET  MATH & SCIENCE CTR,Virginia,Henrico,East Highland Park
44.415826,-87.988712,Suspended particulate (TSP),1992,30.372881,67.0,21.0,9.0,SCRAY HILL QUARRY-MORRISON/SCRAY HILL RD,Wisconsin,Brown,De Pere
41.66812,-87.99057,Bromomethane,1992,0.0,0.0,0.0,0.0,729 HOUSTON,Illinois,Cook,Lemont
31.553333,-110.300278,Lead (TSP) STP,1982,0.0,0.0,0.0,0.0,"1ST & BARTOW DR, SIERRA VISTA",Arizona,Cochise,Sierra Vista (Garden Canon)
40.59664,-74.12525,Cadmium (TSP) STP,1996,0.003325,0.0038,0.0036,0.0023,"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",New York,Richmond,New York
43.058123,-76.214093,Suspended particulate (TSP),1980,49.618182,88.0,48.0,23.0,"SOLVAY HIGH SCHOOL, GERTRUDE AVENUE",New York,Onondaga,Solvay
43.659804,-70.260882,Beryllium (TSP) STP,1986,0.0,0.0,0.0,0.0,SHELTER SITE-OXFORD & ELM ST,Maine,Cumberland,Portland
40.704444,-111.968611,"1,3-Dichlorobenzene",2000,0.0,0.0,0.0,0.0,"3275 W 3100 S, WEST VALLEY CITY, UTAH",Utah,Salt Lake,West Valley
39.029831,-76.992755,Suspended particulate (TSP),1982,36.5,57.0,35.0,22.0,910 SCHINDLER RD SILVER SPRING MD,Maryland,Montgomery,Silver Spring
41.670992,-87.732457,Iron (TSP) STP,1991,0.650702,1.26,0.56,0.26,4500 W. 123RD ST.,Illinois,Cook,Alsip
45.112271,-95.040357,"1,2-Dichloropropane",2000,0.0,0.0,0.0,0.0,201 SOUTHEAST WILMAR AVE.,Minnesota,Kandiyohi,Willmar
44.42515,-105.473081,Suspended particulate (TSP),1994,27.678571,48.0,24.0,9.0,RAWHIDE NORTH SITE,Wyoming,Campbell,
35.142189,-119.460952,Sulfate PM10 STP,1995,2.091803,3.6,1.9,0.8,"COLLEGE-29 EMMONS PARK DR, TAFT",California,Kern,Taft
39.087949,-94.621453,Lead (TSP) STP,1986,0.046296,0.09,0.04,0.01,"FIRE STA#3 ,420 KANSAS AVE",Kansas,Wyandotte,Kansas City
39.827594,-104.937668,Suspended particulate (TSP),1992,90.233333,138.0,76.0,46.0,4301 E 72ND AVE.,Colorado,Adams,Commerce City
40.326008,-79.881703,PM10 - LC,2000,31.017857,65.0,22.0,9.0,"High St, Water Tower, Glassport, PA 15045 (Glassport)",Pennsylvania,Allegheny,Glassport
43.608056,-72.982778,Methyl chloroform,1996,0.5625,0.5,0.3,0.2,"96 STATE STREET, Rutland, Vermont",Vermont,Rutland,Rutland
41.45869,-74.35404,Lead (TSP) STP,1994,0.0822,0.17,0.06,0.04,"260 BALLARD ROAD, TOWN OF WALLKILL, Wakefern Corp",New York,Orange,
36.332179,-119.291228,Nitrate PM10 STP,1986,6.758182,19.7,3.6,1.5,"310 N CHURCH ST, VISALIA",California,Tulare,Visalia
41.773921,-87.815334,Vanadium (TSP) STP,1994,0.001158,0.003,0.0,0.0,"7800 W. 65TH ST, BEDFORD PARK",Illinois,Cook,Bedford Park
41.340375,-73.078997,Suspended particulate (TSP),1980,57.798077,99.0,51.0,27.0,"MARTIN BUILDING, 166 MAIN STREET",Connecticut,New Haven,Ansonia
37.936013,-122.026154,"1,3-Butadiene",1992,0.659259,1.92,0.4,0.08,2956-A TREAT BOULEVARD,California,Contra Costa,Concord
41.605868,-87.542543,Chromium (TSP) STP,1987,0.007121,0.012,0.007,0.003,755 PULASKI ROAD THORNTON HIGH SCHOOL,Illinois,Cook,Calumet City (PU RR name Calumet Park (sta.))
40.712325,-73.939582,Toluene,1991,30.989318,58.94,30.1,14.35,"850 GRAND AVENUE, BROOKLYN, NY",New York,Kings,New York
35.868889,-84.698056,Suspended particulate (TSP),1997,47.418182,95.0,38.0,16.0,"ROUTE 1, ROCKWOOD",Tennessee,Roane,Rockwood
46.578234,-111.914487,Arsenic (TSP) STP,1981,0.107037,0.24,0.07,0.01,KLEFFNER FIELD,Montana,Lewis and Clark,
41.434495,-82.711849,Sulfate (TSP) STP,1982,14.156,23.9,13.1,7.9,2130 HAYES,Ohio,Erie,Sandusky
44.925798,-93.272725,Zinc (TSP) STP,1983,0.083247,0.0807,0.0807,0.0807,4255 3RD AVE SOUTH,Minnesota,Hennepin,Minneapolis
33.362014,-79.294251,Chromium (TSP) STP,1991,0.00328,0.008,0.003,0.0,1369 DOCK STREET [Georgetown],South Carolina,Georgetown,Georgetown
25.892518,-97.49383,Chlorobenzene,1996,0.0,0.0,0.0,0.0,344 Porter Drive,Texas,Cameron,Brownsville
40.64144,-74.208365,"1,1-Dichloroethane",2000,0.0,0.0,0.0,0.0,NJ Turnpike Interchange 13 Toll Plaza,New Jersey,Union,Elizabeth
35.085879,-106.645025,Zinc (TSP) STP,1983,0.062752,0.0807,0.0806,0.0,200 BLOCK AT TIVERAS AVE NE,New Mexico,Bernalillo,Albuquerque
31.678611,-106.315278,Arsenic (TSP) STP,1986,0.024667,0.06,0.01,0.01,"9060 SOCORRO RD, EL PASO, TEXAS",Texas,El Paso,El Paso
42.557317,-70.970329,Suspended particulate (TSP),1984,54.781818,87.0,52.0,26.0,154 ANDOVER STREET,Massachusetts,Essex,Danvers (Town of)
34.818971,-85.77164,Suspended particulate (TSP),1983,39.106383,77.0,35.0,16.0,TVA WIDOWS CRK 25   4.52 MI SSW WDCK,Alabama,Jackson,Not in a city
45.652231,-118.823033,Sample Max Baro Pressure,1999,739.982906,746.0,739.0,734.0,"PMC/3745 SW MARSHAL PL., PENDLETON",Oregon,Umatilla,Pendleton
37.339666,-121.888575,Zinc (TSP) STP,2000,0.058786,0.094,0.042,0.02,"120B N 4TH ST, SAN JOSE",California,Santa Clara,San Jose
39.060838,-94.612178,Iron (TSP) STP,1982,0.615574,1.06,0.52,0.27,"BELL REC CTR, 36TH & RAINBOW BLVD",Kansas,Wyandotte,Kansas City
39.310833,-76.474444,Tetrachloroethylene,1995,0.177736,0.32,0.12,0.06,600 Dorsey Avenue,Maryland,Baltimore,Essex
33.748439,-84.375482,Carbon tetrachloride,1987,0.0,0.0,0.0,0.0,"MLK MARTA STATION, 240 GRANT ST.,ATLANTA",Georgia,Fulton,Atlanta
43.996908,-92.450366,Ethylbenzene,1997,0.717857,1.26,0.62,0.34,1801 9th Ave. SE,Minnesota,Olmsted,Rochester
37.780776,-87.075307,Suspended particulate (TSP),1990,37.214286,55.0,37.0,20.0,716 PLEASANT VALLEY ROAD,Kentucky,Daviess,
41.057548,-85.174138,Barium (TSP) STP,1997,0.003333,0.01,0.0,0.0,2801 COVINGTON RD.,Indiana,Allen,Fort Wayne
18.447168,-66.181278,Suspended particulate (TSP),1981,63.365385,94.0,57.0,36.0,"POLICE STATION, LUISA STREET",Puerto Rico,Toa Baja,Levittown
41.761489,-72.674259,Manganese (TSP) STP,1987,0.021473,0.0382,0.0202,0.0082,"HARTFORD LIBRARY, MAIN STREET",Connecticut,Hartford,Hartford
32.4842,-84.9789,Suspended particulate (TSP),1995,32.853659,53.0,28.0,15.0,"Muscogee City Health Department, 2100 Comer Avenue, Columbus, Georgia, 31901",Georgia,Muscogee,Columbus
46.73393,-68.736434,Suspended particulate (TSP),1980,16.730769,25.0,15.0,11.0,"T12R8, ROAD NO. 40",Maine,Aroostook,Not in a city
36.541489,-82.595709,Manganese (TSP) STP,1981,0.028778,0.07,0.02,0.006,KINGSPORT 4-5 WESTSIDE,Tennessee,Sullivan,Kingsport
38.219433,-84.83845,Ambient Min Temperature,1999,8.098095,19.7,7.7,-4.1,803 SCHENKEL LANE,Kentucky,Franklin,Frankfort
34.937784,-82.262926,Lead (TSP) STP,1993,0.12475,0.311,0.041,0.017,BENT CREEK ROAD [Bent Creek],South Carolina,Greenville,
31.5776,-84.0998,Sample Max Baro Pressure,1999,751.230769,761.0,749.0,745.0,"2001 Leonard Ave., Albany, Georgia, 31705",Georgia,Dougherty,Albany
41.446401,-81.66024,Sulfate (TSP) STP,1983,13.646429,28.1,12.4,5.2,4600 HARVARD,Ohio,Cuyahoga,Cuyahoga Heights
44.050871,-91.642432,Carbon tetrachloride,1999,0.1,0.1,0.1,0.1,"166 WEST BROADWAY,_WINONA,MN 55987",Minnesota,Winona,Winona
39.115832,-95.61359,Lead (TSP) STP,1993,0.00174,0.011,0.0,0.0,"N.FAIRVIEW SCHOOL, 1941 NE 39TH",Kansas,Shawnee,Not in a city
34.17605,-118.31712,Carbon tetrachloride,1998,0.113214,0.15,0.11,0.09,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank
32.231743,-110.952036,Copper (TSP) STP,1982,0.2151,0.406,0.201,0.09,"U OF AZ-2ND & PALM, TUCSON",Arizona,Pima,Tucson
38.968254,-81.91371,Nitrate (TSP) STP,1981,4.947619,7.8,4.8,2.2,"SIXTH STREET, RACINE",Ohio,Meigs,Racine
30.041238,-90.272826,Sample Min Baro Pressure,1999,759.782738,764.0,759.0,756.0,100 West Temple Pl,Louisiana,Jefferson,Kenner
21.392833,-157.969126,Sample Min Baro Pressure,2000,757.481728,762.0,757.0,754.0,"860 4TH ST, PEARL CITY",Hawaii,Honolulu,Pearl City
27.777222,-97.423611,Lead (TSP) STP,1983,0.1864,0.42,0.13,0.05,3041 MORGAN STREET,Texas,Nueces,Corpus Christi
37.299941,-120.501024,Lead (TSP) STP,1982,0.317273,0.49,0.3,0.16,"240 1ST ST, MERCED",California,Merced,Merced
37.466894,-90.685264,Lead (TSP) STP,1994,1.349727,3.19,0.89,0.23,GLOVER SOUTH TINDELL,Missouri,Iron,
25.798709,-80.210048,Benzene,1988,5.076,11.4,4.86,0.78,"864 NW 3rd Street, Miami, FL 33127",Florida,Miami-Dade,Miami
29.901036,-95.326137,"1,1,2-Trichloroethane",1997,0.02,0.0,0.0,0.0,4510 1/2 Aldine Mail Rd,Texas,Harris,Houston
33.752625,-84.383325,Molybdenum (TSP) STP,1988,0.000113,0.0,0.0,0.0,FULTON CO HEALTH DEPT 99 BUTLER ST SE,Georgia,Fulton,Atlanta
39.022061,-84.200687,Suspended particulate (TSP),1984,42.763636,65.0,40.0,25.0,"C.G. & E. BLDG. ST. RT. 132,",Ohio,Clermont,
32.525058,-116.985856,Suspended particulate (TSP),1994,147.241379,207.0,149.0,93.0,"INSTITUTO TECNOLOGICO, ITT TIJUANA",Country Of Mexico,BAJA CALIFORNIA NORTE,Tijuana
41.24,-77.015278,Sulfate (TSP) STP,1980,12.322222,19.2,10.2,7.3,734 WEST FOURTH ST,Pennsylvania,Lycoming,Williamsport
41.480891,-81.703803,Suspended particulate (TSP),1989,70.927273,125.0,63.0,35.0,2200 W 28TH ST.,Ohio,Cuyahoga,Cleveland
35.144551,-80.894809,Sulfur dioxide,1980,4.401786,12.2,2.2,1.9,WOODLAWN VFD NATIONS FORD RD,North Carolina,Mecklenburg,Charlotte
43.04833,-89.248727,Suspended particulate (TSP),1990,38.293103,63.0,32.0,14.0,"RODEFELD LANDFILL NE SITE, CNTY AB",Wisconsin,Dane,Blooming Grove (Town of)
38.704217,-90.121497,PM10 - LC,1998,31.77193,54.0,28.0,16.0,"2420 NAMEOKI RD, PLAZA FURNITURE",Illinois,Madison,Granite City
33.750573,-117.870333,Copper (TSP) STP,1980,0.063235,0.081,0.065,0.042,"645 N ROSS ST, SANTA ANA",California,Orange,Santa Ana
41.834276,-87.623851,Sample Volume,2000,23.993269,24.0,24.0,24.0,3300 S MICHIGAN AVE,Illinois,Cook,Chicago
42.469438,-96.414751,Suspended particulate (TSP),1989,77.196721,126.0,70.0,38.0,2101 DAKOTA AVE   S.SIOUX CITY,Nebraska,Dakota,South Sioux City
37.237636,-80.052539,Manganese (TSP) STP,1984,0.020417,0.03,0.02,0.01,"510 S COLLEGE AVE, CO HEALTH DEPT",Virginia,Salem City,Salem
34.924722,-110.264167,Lead (TSP) STP,1981,0.033429,0.08,0.03,0.0,"BOYCE HUNTS' RES, HOLBROOK",Arizona,Navajo,Holbrook
36.100137,-80.249772,Cobalt (TSP) STP,1980,0.000086,0.0,0.0,0.0,AGRI BLDG SPRUCE & 6TH ST,North Carolina,Forsyth,Winston-Salem
61.532508,-150.252229,Elapsed Sample Time,2000,1437.413043,1438.0,1438.0,1438.0,S BIG LAKE ROAD,Alaska,Matanuska-Susitna ,Not in a city
41.639306,-87.493609,Chloroform,1993,1.513704,3.91,0.35,0.0,1300 141 ST STREET,Indiana,Lake,Hammond
37.274869,-76.707179,Suspended particulate (TSP),1986,41.019231,66.0,36.0,22.0,MUNICIPAL BUILDING,Virginia,Williamsburg City,Williamsburg
26.083143,-80.237586,Cadmium (TSP) STP,1985,0.0,0.0,0.0,0.0,3205 SW 70TH AVENUE,Florida,Broward,Davie
41.310833,-72.916944,Sulfate (TSP) STP,1980,8.884615,12.1,7.8,6.2,715 STATE STREET,Connecticut,New Haven,New Haven
46.130559,-118.915274,Suspended particulate (TSP),1988,108.55,194.0,101.0,30.0,NEDROW FARM / WALLULA JUNCTION,Washington,Walla Walla,
41.773921,-87.815334,Suspended particulate (TSP),1991,62.576271,106.0,60.0,32.0,"7800 W. 65TH ST, BEDFORD PARK",Illinois,Cook,Bedford Park
44.70173,-75.496614,Sulfate (TSP) STP,1983,6.958537,11.4,6.2,3.4,"SEWAGE TREATMENT PLANT, DENNY STREET",New York,St. Lawrence,Ogdensburg
39.757765,-105.223322,Chromium (TSP) STP,1986,0.000925,0.0074,0.0,0.0,911 10TH ST.,Colorado,Jefferson,Golden
48.762887,-122.477113,"1,4-Dichlorobenzene",1996,0.0,0.0,0.0,0.0,FEDERAL BLDG/104 W MAGNOLIA,Washington,Whatcom,Bellingham
40.712325,-73.939582,"1,2-Dichlorobenzene",1998,0.06,0.06,0.06,0.06,"850 GRAND AVENUE, BROOKLYN, NY",New York,Kings,New York
38.466127,-101.775729,Suspended particulate (TSP),1997,52.071429,110.0,37.0,12.0,"KSU EXPERIMENT STATION, TRIBUNE",Kansas,Greeley,
